Customer_id,Revenue_Total,N_Purchases,Purchase_DATE,Purchase_VALUE,Pay_Method,Most_Purchased
509946,16.9,1,08.08.21,16.9,0,Automotive
509947,20.4,5,24.05.21,13.26,3,Emergency Preparedness
509948,38.7,1,24.03.21,38.7,1,Travel and Luggage
509949,8.2,7,04.03.21,3.772,2,Camping and Hiking
509950,24.4,7,25.09.21,15.86,2,Fishing and Hunting
509951,16.4,6,20.05.21,0.984,2,Cycling and Biking
509952,28.2,1,21.06.21,28.2,0,Exercise Equipment
509953,28.2,1,07.12.21,28.2,1,Yoga and Pilates
509954,34.4,1,15.07.21,34.4,3,Fitness Accessories
509955,30.9,4,28.12.21,14.832,0,Water Sports
509956,32.9,1,18.02.21,32.9,1,Team Sports
509957,1.8,6,12.02.21,1.188,0,Individual Sports
509958,39.2,1,24.08.21,39.2,2,Board Games and Puzzles
509959,2.9,4,11.03.21,0.551,1,Educational Toys
509960,25.3,3,09.01.21,21.505,1,Stuffed Animals and Plush Toys
509961,39.8,3,13.02.21,4.776,3,Dolls and Action Figures
509962,34,7,25.03.21,18.36,0,Building Sets and Blocks
509963,11.2,6,04.11.21,0.336,2,Outdoor Toys
509964,43.3,5,04.06.21,10.392,0,Arts and Crafts Kits for Kids
509965,43.3,2,21.04.21,7.794,3,Learning and Development
509966,24.2,6,26.10.21,19.602,1,Baby and Toddler Toys
509967,0.6,3,16.08.21,0.222,3,Party Games and Supplies
509968,23.4,1,03.05.21,23.4,3,Costumes and Dress-up
509969,33,7,06.11.21,21.45,2,Personalized Gifts
509970,30.7,4,04.01.21,10.131,1,Food Storage and Organization
509971,50.9,5,25.10.21,44.283,1,Cleaning Tools and Supplies
509972,17.8,3,16.07.21,1.068,0,Laundry and Detergents
509973,16.7,1,11.05.21,16.7,3,Dishwashing and Kitchen Cleaners
509974,0.5,3,16.10.21,0.44,1,Trash Bags and Bins
509975,37.6,4,27.11.21,25.192,1,Paper Products
509976,13.3,5,08.02.21,5.852,2,Pest Control
509977,22.8,5,03.10.21,20.748,1,Home Fragrance
509978,15.7,2,12.04.21,1.884,3,Air Purifiers and Humidifiers
509979,25.6,3,17.10.21,24.832,1,Water Filters and Purifiers
509980,2.6,5,13.04.21,1.898,1,Light Bulbs and Fixtures
509981,13.3,4,07.04.21,2.66,2,Home Security Systems
509982,40.5,7,25.08.21,28.35,1,Furniture and Decor
509983,38.5,2,13.03.21,19.25,2,Bedding and Linens
509984,37.6,2,10.05.21,1.504,2,Fresh Fruits
509985,52.3,4,11.05.21,38.179,2,Fresh Vegetables
509986,19.8,4,05.02.21,6.138,0,Dairy and Eggs
509987,31.7,2,11.01.21,29.481,3,Meat and Poultry
509988,34.1,5,27.05.21,17.732,2,Seafood
509989,9.5,2,02.01.21,2.66,0,Bread and Bakery
509990,40.9,6,12.12.21,4.499,3,Pantry Staples
509991,33.7,7,17.02.21,31.678,2,Beverages
509992,22.7,4,31.07.21,21.792,1,Snacks and Chips
509993,30.5,4,10.01.21,7.93,0,Frozen Foods
509994,37.6,4,13.01.21,25.192,1,Breakfast Foods
509995,24.1,5,31.03.21,3.133,2,Canned Goods
509996,14.7,5,24.04.21,6.762,1,Pasta and Grains
509997,55.1,2,19.03.21,45.182,1,Cooking Oils and Condiments
509998,53.9,2,29.05.21,26.95,3,Baking Ingredients
509999,23.6,2,26.07.21,6.136,2,Spices and Seasonings
510000,19.7,5,25.05.21,6.895,3,International Foods
510001,17.6,5,16.04.21,13.024,2,Organic Products
510002,59.7,7,06.08.21,48.954,2,Gluten-Free Products
510003,35.1,7,29.07.21,13.338,2,Vegan and Plant-Based
510004,39.7,2,02.02.21,23.82,1,Ready-to-Eat Meals
510005,35.1,7,30.08.21,31.239,3,Baby and Toddler
510006,26.2,3,30.06.21,24.104,3,Pet Supplies
510007,50.1,4,10.01.21,27.054,1,Cleaning Supplies
510008,43.9,4,20.03.21,13.17,1,Personal Care
510009,35.3,7,18.02.21,17.297,3,Health and Wellness
510010,37.2,3,29.11.21,22.692,0,Vitamins and Supplements
510011,19,6,24.12.21,9.88,0,Home and Kitchen Essentials
510012,59.5,5,23.11.21,47.6,0,Office and School Supplies
510013,20.7,1,25.10.21,20.7,3,Electronics and Appliances
510014,8.1,6,22.07.21,7.29,3,Outdoor and Garden
510015,45.9,5,04.03.21,37.638,1,Home Decor
510016,57.7,6,26.01.21,15.579,0,Clothing and Accessories
510017,3.7,1,02.12.21,3.7,1,Shoes and Footwear
510018,16.4,3,21.01.21,11.644,1,Beauty and Skincare
510019,43.3,5,17.03.21,32.475,1,Hair Care
510020,24.5,5,20.08.21,21.07,0,Oral Care
510021,37,4,14.07.21,1.85,3,Bath and Body
510022,33.8,3,14.11.21,20.956,3,Feminine Hygiene
510023,8.9,3,04.09.21,3.204,0,Men's Grooming
510024,13.3,3,11.08.21,13.3,2,Shaving and Hair Removal
510025,34.1,1,15.08.21,34.1,1,Fragrances
510026,39.9,1,09.04.21,39.9,3,Health Monitors
510027,41.5,7,08.12.21,19.92,2,Fitness and Exercise
510028,29.3,1,17.08.21,29.3,1,Sports and Outdoor Recreation
510029,15.8,4,04.06.21,8.848,3,Baby Care Products
510030,18.6,7,04.05.21,4.092,3,Diapers and Wipes
510031,32.8,7,21.12.21,30.832,3,Baby Food
510032,38.7,6,10.06.21,29.412,1,Baby Gear and Nursery
510033,21.3,1,29.11.21,21.3,1,Toys and Games
510034,2.4,2,06.11.21,1.2,1,Electronics Accessories
510035,58.5,2,15.07.21,15.21,3,Phone and Tablet Accessories
510036,38.2,7,10.01.21,14.516,0,Computer Hardware
510037,38.6,3,31.12.21,32.81,0,Software and Apps
510038,17.9,1,23.11.21,17.9,1,Office Supplies
510039,13.8,3,09.10.21,8.28,3,Printers and Scanners
510040,35.1,4,15.06.21,30.537,3,Networking and Internet
510041,42.9,3,22.03.21,18.018,3,Home Security
510042,23.4,2,18.09.21,3.276,0,Smart Home Devices
510043,36.4,2,01.06.21,21.112,0,Audio and Headphones
510044,37.1,3,14.01.21,29.68,1,Cameras and Photography
510045,35.5,6,11.09.21,4.26,1,Gaming
510046,39.6,1,18.03.21,39.6,1,Books and Literature
510047,30.1,4,22.02.21,26.187,0,Movies and TV Shows
510048,56.5,5,27.10.21,55.935,3,Music and Instruments
510049,1.9,2,28.10.21,1.596,1,Arts and Crafts
510050,34.7,7,20.05.21,4.511,0,Sewing and Needlecraft
510051,54.9,2,26.02.21,39.528,0,Party Supplies
510052,34.7,4,17.01.21,29.842,1,Greeting Cards and Gift Wrap
510053,7,4,14.05.21,5.39,0,Home Improvement
510054,1.9,7,19.06.21,0.171,2,Tools and Hardware
510055,31.3,7,31.07.21,14.711,1,Automotive
510056,43.9,4,28.12.21,43.461,1,Emergency Preparedness
510057,38.4,1,13.07.21,38.4,0,Travel and Luggage
510058,22.7,7,06.10.21,17.706,1,Camping and Hiking
510059,32.5,4,23.03.21,12.675,0,Fishing and Hunting
510060,28.3,1,13.03.21,28.3,0,Cycling and Biking
510061,57.3,3,09.03.21,34.38,0,Exercise Equipment
510062,12.5,1,10.01.21,12.5,0,Yoga and Pilates
510063,11.8,4,10.04.21,7.906,0,Fitness Accessories
510064,18.5,5,30.04.21,18.13,0,Water Sports
510065,20.9,2,22.10.21,7.942,0,Team Sports
510066,50.1,6,14.02.21,33.066,1,Individual Sports
510067,37.9,7,25.10.21,36.005,1,Board Games and Puzzles
510068,7.1,2,09.09.21,0.426,2,Educational Toys
510069,8.1,4,16.07.21,1.458,0,Stuffed Animals and Plush Toys
510070,28.9,7,28.08.21,24.854,0,Dolls and Action Figures
510071,27.2,6,04.01.21,18.224,2,Building Sets and Blocks
510072,42.3,4,05.08.21,10.998,1,Outdoor Toys
510073,43.5,3,01.03.21,26.535,2,Arts and Crafts Kits for Kids
510074,30.6,3,25.10.21,28.764,1,Learning and Development
510075,33.4,5,15.06.21,6.68,1,Baby and Toddler Toys
510076,37.3,5,07.12.21,28.348,2,Party Games and Supplies
510077,16.9,3,24.05.21,6.253,2,Costumes and Dress-up
510078,32.3,2,31.07.21,17.119,1,Personalized Gifts
510079,46.7,6,25.08.21,5.137,1,Food Storage and Organization
510080,57.3,2,08.03.21,30.369,0,Cleaning Tools and Supplies
510081,55.5,1,27.07.21,55.5,0,Laundry and Detergents
510082,5.6,7,24.04.21,3.136,0,Dishwashing and Kitchen Cleaners
510083,29.5,2,16.03.21,20.945,3,Trash Bags and Bins
510084,1.8,5,14.04.21,0.306,0,Paper Products
510085,4.7,1,13.04.21,4.7,0,Pest Control
510086,8.6,1,07.11.21,8.6,1,Home Fragrance
510087,37,1,16.01.21,37,0,Air Purifiers and Humidifiers
510088,13.8,4,24.01.21,12.558,2,Water Filters and Purifiers
510089,32.8,6,18.04.21,0.984,2,Light Bulbs and Fixtures
510090,12.3,7,20.04.21,3.321,0,Home Security Systems
510091,2.5,2,10.06.21,0.5,1,Furniture and Decor
510092,22.4,2,06.02.21,5.6,1,Bedding and Linens
510093,6.5,2,09.02.21,4.16,0,Fresh Fruits
510094,13.9,5,31.08.21,7.923,2,Fresh Vegetables
510095,15.7,1,11.02.21,15.7,0,Dairy and Eggs
510096,33.1,6,30.11.21,3.641,1,Meat and Poultry
510097,56.7,7,13.01.21,5.103,3,Seafood
510098,16.4,5,06.07.21,11.972,1,Bread and Bakery
510099,4.4,5,12.07.21,1.408,3,Pantry Staples
510100,21.5,2,18.02.21,21.07,3,Beverages
510101,3.4,3,03.09.21,0.952,0,Snacks and Chips
510102,36.1,6,08.08.21,1.805,2,Frozen Foods
510103,32.6,6,25.04.21,17.604,1,Breakfast Foods
510104,29.1,3,23.08.21,12.804,1,Canned Goods
510105,45.9,4,20.01.21,28.458,1,Pasta and Grains
510106,7.1,6,02.10.21,2.059,1,Cooking Oils and Condiments
510107,33.9,5,01.07.21,15.594,0,Baking Ingredients
510108,34.3,6,10.12.21,25.382,1,Spices and Seasonings
510109,8.5,5,05.04.21,7.905,2,International Foods
510110,12.3,2,02.07.21,5.166,0,Organic Products
510111,41.5,4,28.10.21,37.35,2,Gluten-Free Products
510112,5.6,7,07.04.21,2.464,1,Vegan and Plant-Based
510113,4.6,1,04.05.21,4.6,2,Ready-to-Eat Meals
510114,23.7,1,13.02.21,23.7,3,Baby and Toddler
510115,21.5,1,14.03.21,21.5,3,Pet Supplies
510116,54.7,6,02.02.21,42.666,2,Cleaning Supplies
510117,15.1,2,05.11.21,14.043,0,Personal Care
510118,38.9,7,28.04.21,31.898,1,Health and Wellness
510119,32.7,3,16.07.21,8.829,0,Vitamins and Supplements
510120,24,1,10.11.21,24,1,Home and Kitchen Essentials
510121,31.5,3,16.03.21,20.79,0,Office and School Supplies
510122,11.7,3,16.05.21,5.382,1,Electronics and Appliances
510123,0.7,2,26.06.21,0.406,3,Outdoor and Garden
510124,38.3,3,05.01.21,11.49,0,Home Decor
510125,34.5,7,31.12.21,27.6,0,Clothing and Accessories
510126,8.3,4,26.11.21,5.561,3,Shoes and Footwear
510127,6.7,3,25.07.21,4.422,3,Beauty and Skincare
510128,8.5,6,21.05.21,6.63,1,Hair Care
510129,6.4,5,25.12.21,1.856,0,Oral Care
510130,31.5,2,11.07.21,25.83,0,Bath and Body
510131,36.5,7,27.12.21,11.315,3,Feminine Hygiene
510132,3.8,4,26.10.21,2.052,1,Men's Grooming
510133,51.1,1,26.03.21,51.1,1,Shaving and Hair Removal
510134,57.9,3,23.10.21,33.582,1,Fragrances
510135,45.5,5,09.01.21,9.555,2,Health Monitors
510136,2.2,1,26.11.21,2.2,0,Fitness and Exercise
510137,24.3,4,13.04.21,9.72,2,Sports and Outdoor Recreation
510138,48.3,6,01.04.21,2.415,1,Baby Care Products
510139,24.6,4,16.05.21,6.888,0,Diapers and Wipes
510140,41.7,1,18.01.21,41.7,1,Baby Food
510141,30.7,7,14.08.21,21.49,2,Baby Gear and Nursery
510142,38.3,2,10.11.21,2.681,2,Toys and Games
510143,16.2,6,23.11.21,11.826,3,Electronics Accessories
510144,1,1,11.04.21,1,3,Phone and Tablet Accessories
510145,34.5,6,30.10.21,24.495,2,Computer Hardware
510146,49.5,6,29.01.21,16.335,3,Software and Apps
510147,0.7,2,15.11.21,0.441,3,Office Supplies
510148,3.7,1,08.11.21,3.7,3,Printers and Scanners
510149,54.3,1,28.06.21,54.3,0,Networking and Internet
510150,36.4,3,23.10.21,19.656,0,Home Security
510151,58.7,6,22.04.21,18.197,0,Smart Home Devices
510152,40.3,2,14.01.21,37.479,1,Audio and Headphones
510153,53.5,2,26.05.21,38.52,1,Cameras and Photography
510154,10.4,2,16.01.21,7.176,0,Gaming
510155,36.6,3,03.11.21,25.62,2,Books and Literature
510156,49.5,7,04.12.21,18.315,0,Movies and TV Shows
510157,13.1,5,29.12.21,1.834,0,Music and Instruments
510158,19.1,6,29.09.21,9.932,1,Arts and Crafts
510159,56.1,3,23.05.21,1.122,1,Sewing and Needlecraft
510160,12.4,2,24.07.21,2.48,1,Party Supplies
510161,36.9,2,17.09.21,10.701,2,Greeting Cards and Gift Wrap
510162,29.9,3,08.01.21,23.322,1,Home Improvement
510163,37.1,1,28.05.21,37.1,0,Tools and Hardware
510164,27,6,04.11.21,23.49,0,Automotive
510165,21,6,21.05.21,20.58,2,Emergency Preparedness
510166,23,2,30.06.21,17.71,0,Travel and Luggage
510167,3.1,5,18.03.21,2.263,1,Camping and Hiking
510168,1.5,3,13.09.21,1.305,3,Fishing and Hunting
510169,33.9,4,09.08.21,15.933,2,Cycling and Biking
510170,23.4,2,27.04.21,8.19,0,Exercise Equipment
510171,33.5,5,27.09.21,23.785,1,Yoga and Pilates
510172,45.9,7,06.09.21,31.671,0,Fitness Accessories
510173,38.7,7,27.03.21,32.121,2,Water Sports
510174,19.2,1,07.09.21,19.2,0,Team Sports
510175,41.1,4,04.11.21,25.071,2,Individual Sports
510176,31.3,5,08.12.21,27.857,2,Board Games and Puzzles
510177,13.9,4,27.04.21,4.031,0,Educational Toys
510178,31.5,4,24.05.21,5.67,2,Stuffed Animals and Plush Toys
510179,46.3,4,28.12.21,29.632,0,Dolls and Action Figures
510180,32.2,6,19.03.21,22.862,3,Building Sets and Blocks
510181,39.7,3,06.07.21,28.584,3,Outdoor Toys
510182,18.9,4,19.04.21,2.268,2,Arts and Crafts Kits for Kids
510183,42.7,6,23.12.21,9.821,2,Learning and Development
510184,48.3,5,07.11.21,2.415,0,Baby and Toddler Toys
510185,9.9,4,24.06.21,5.247,2,Party Games and Supplies
510186,33.6,1,03.10.21,33.6,0,Costumes and Dress-up
510187,10.5,2,06.07.21,7.455,1,Personalized Gifts
510188,36.2,2,09.04.21,33.304,1,Food Storage and Organization
510189,7.8,2,23.11.21,6.552,1,Cleaning Tools and Supplies
510190,1.2,3,04.09.21,0.636,1,Laundry and Detergents
510191,17.1,2,12.01.21,5.985,0,Dishwashing and Kitchen Cleaners
510192,37.9,5,28.10.21,14.023,3,Trash Bags and Bins
510193,36.3,3,31.08.21,14.52,0,Paper Products
510194,51.1,2,12.03.21,40.369,2,Pest Control
510195,46.9,4,19.04.21,35.644,3,Home Fragrance
510196,27.9,5,25.03.21,26.226,1,Air Purifiers and Humidifiers
510197,29.7,2,22.09.21,11.583,3,Water Filters and Purifiers
510198,55.1,2,26.06.21,1.102,1,Light Bulbs and Fixtures
510199,29.5,3,02.02.21,17.405,1,Home Security Systems
510200,39.4,7,07.08.21,37.036,2,Furniture and Decor
510201,31.9,3,17.08.21,21.054,1,Bedding and Linens
510202,37.5,4,24.03.21,5.25,2,Fresh Fruits
510203,6.4,7,17.11.21,2.944,0,Fresh Vegetables
510204,10.6,5,13.01.21,10.176,2,Dairy and Eggs
510205,46.5,6,15.12.21,44.175,1,Meat and Poultry
510206,3,4,24.07.21,2.79,1,Seafood
510207,38.6,6,10.09.21,38.6,1,Bread and Bakery
510208,48.5,5,07.10.21,5.82,1,Pantry Staples
510209,9.4,7,30.11.21,7.802,0,Beverages
510210,37.3,4,28.06.21,26.483,1,Snacks and Chips
510211,21.2,7,13.10.21,11.448,1,Frozen Foods
510212,31.9,7,09.03.21,8.294,2,Breakfast Foods
510213,4,5,26.11.21,3.24,0,Canned Goods
510214,32.4,2,19.09.21,13.932,1,Pasta and Grains
510215,45.7,3,22.10.21,35.646,1,Cooking Oils and Condiments
510216,31.8,7,04.06.21,11.448,2,Baking Ingredients
510217,26.9,3,28.12.21,11.298,1,Spices and Seasonings
510218,55.7,1,20.09.21,55.7,1,International Foods
510219,38.7,4,30.05.21,23.994,0,Organic Products
510220,3.9,7,29.03.21,2.925,2,Gluten-Free Products
510221,35.1,1,25.04.21,35.1,0,Vegan and Plant-Based
510222,17.7,4,23.06.21,11.151,3,Ready-to-Eat Meals
510223,7,1,21.08.21,7,3,Baby and Toddler
510224,8.6,2,23.11.21,7.31,1,Pet Supplies
510225,7.7,6,25.12.21,2.31,2,Cleaning Supplies
510226,23.4,4,25.06.21,8.658,0,Personal Care
510227,31.6,4,18.02.21,4.74,3,Health and Wellness
510228,31.7,3,14.06.21,26.628,1,Vitamins and Supplements
510229,32.7,6,01.04.21,27.468,1,Home and Kitchen Essentials
510230,19.6,4,17.04.21,2.94,0,Office and School Supplies
510231,35.9,7,25.08.21,35.182,0,Electronics and Appliances
510232,19.4,1,23.01.21,19.4,1,Outdoor and Garden
510233,23.6,3,02.11.21,22.656,2,Home Decor
510234,50.5,2,18.05.21,27.775,0,Clothing and Accessories
510235,39.3,5,24.10.21,7.074,0,Shoes and Footwear
510236,36.3,4,20.06.21,6.534,1,Beauty and Skincare
510237,6.7,4,03.08.21,4.355,2,Hair Care
510238,37.7,2,30.07.21,3.393,0,Oral Care
510239,24.2,2,18.06.21,12.584,3,Bath and Body
510240,18.4,5,20.10.21,17.664,2,Feminine Hygiene
510241,15.2,7,17.02.21,15.2,0,Men's Grooming
510242,53.5,6,16.07.21,5.35,1,Shaving and Hair Removal
510243,39.5,7,01.03.21,15.405,2,Fragrances
510244,40.3,5,20.08.21,26.195,1,Health Monitors
510245,52.9,1,02.04.21,52.9,0,Fitness and Exercise
510246,10.2,1,12.09.21,10.2,2,Sports and Outdoor Recreation
510247,34.2,6,31.01.21,4.788,0,Baby Care Products
510248,26.2,4,14.11.21,16.244,3,Diapers and Wipes
510249,31.5,1,30.04.21,31.5,1,Baby Food
510250,11.5,3,21.02.21,1.61,0,Baby Gear and Nursery
510251,35.8,4,31.05.21,18.974,1,Toys and Games
510252,35.4,6,06.08.21,7.08,1,Electronics Accessories
510253,17.9,4,24.12.21,5.37,2,Phone and Tablet Accessories
510254,6.7,7,27.09.21,1.139,0,Computer Hardware
510255,37.9,7,20.03.21,37.9,2,Software and Apps
510256,28.2,7,20.08.21,26.79,0,Office Supplies
510257,13.1,2,07.02.21,5.24,0,Printers and Scanners
510258,33.1,6,15.07.21,23.17,3,Networking and Internet
510259,10.1,7,18.02.21,6.464,1,Home Security
510260,39.2,7,23.03.21,31.752,2,Smart Home Devices
510261,16.8,6,23.12.21,5.544,3,Audio and Headphones
510262,38.5,2,14.12.21,1.925,0,Cameras and Photography
510263,15.7,2,11.11.21,7.536,1,Gaming
510264,10.4,6,09.02.21,8.632,0,Books and Literature
510265,35.6,3,17.12.21,9.256,3,Movies and TV Shows
510266,9.7,2,03.10.21,1.358,0,Music and Instruments
510267,27.5,6,27.06.21,17.325,3,Arts and Crafts
510268,40,5,18.12.21,18,1,Sewing and Needlecraft
510269,53.1,5,14.03.21,12.213,0,Party Supplies
510270,14.2,7,05.11.21,12.212,0,Greeting Cards and Gift Wrap
510271,2.3,7,13.12.21,0.391,1,Home Improvement
510272,37.1,6,20.10.21,3.71,3,Tools and Hardware
510273,39.9,6,28.06.21,32.718,2,Automotive
510274,31.3,2,07.01.21,8.764,2,Emergency Preparedness
510275,37.8,3,26.08.21,20.034,3,Travel and Luggage
510276,34.3,6,22.07.21,30.87,3,Camping and Hiking
510277,38.2,2,04.01.21,22.538,1,Fishing and Hunting
510278,35.6,7,21.11.21,17.8,1,Cycling and Biking
510279,39.2,5,09.07.21,7.448,0,Exercise Equipment
510280,26.1,7,03.04.21,1.044,0,Yoga and Pilates
510281,30.8,2,18.05.21,0.308,0,Fitness Accessories
510282,10.5,4,31.03.21,8.19,3,Water Sports
510283,25.8,7,15.12.21,20.898,1,Team Sports
510284,2.9,7,01.12.21,2.639,0,Individual Sports
510285,35.2,1,01.01.22,35.2,2,Board Games and Puzzles
510286,4.4,4,25.04.21,0.836,1,Educational Toys
510287,57.9,5,26.03.21,42.846,0,Stuffed Animals and Plush Toys
510288,29.6,5,08.02.21,10.656,1,Dolls and Action Figures
510289,9.6,1,08.02.21,9.6,0,Building Sets and Blocks
510290,5.5,7,10.05.21,0.275,1,Outdoor Toys
510291,7.4,6,31.08.21,6.438,2,Arts and Crafts Kits for Kids
510292,1.8,6,16.04.21,1.422,0,Learning and Development
510293,4.4,7,26.12.21,3.74,3,Baby and Toddler Toys
510294,45.5,2,19.05.21,36.855,1,Party Games and Supplies
510295,56.1,1,23.11.21,56.1,0,Costumes and Dress-up
510296,42.1,6,22.12.21,34.522,1,Personalized Gifts
510297,11.6,3,16.11.21,3.712,1,Food Storage and Organization
510298,13.8,5,16.12.21,1.242,0,Cleaning Tools and Supplies
510299,1.6,1,11.06.21,1.6,1,Laundry and Detergents
510300,8,7,18.08.21,3.92,0,Dishwashing and Kitchen Cleaners
510301,56.7,7,11.08.21,11.34,0,Trash Bags and Bins
510302,37.7,2,12.09.21,13.949,2,Paper Products
510303,52.5,2,02.06.21,14.175,1,Pest Control
510304,34.5,3,24.02.21,32.085,0,Home Fragrance
510305,57.7,6,11.09.21,17.887,2,Air Purifiers and Humidifiers
510306,35.1,7,26.04.21,19.656,1,Water Filters and Purifiers
510307,26.7,3,04.02.21,6.942,0,Light Bulbs and Fixtures
510308,14.3,2,28.02.21,1.43,3,Home Security Systems
510309,30.7,2,01.09.21,7.061,1,Furniture and Decor
510310,35.7,3,09.06.21,28.203,3,Bedding and Linens
510311,31.9,6,21.11.21,17.864,0,Fresh Fruits
510312,31.6,7,24.11.21,30.02,1,Fresh Vegetables
510313,47.7,3,20.11.21,40.545,0,Dairy and Eggs
510314,36.1,1,08.05.21,36.1,1,Meat and Poultry
510315,30.5,7,10.12.21,26.535,3,Seafood
510316,54.3,2,22.12.21,10.86,0,Bread and Bakery
510317,26.3,1,24.05.21,26.3,3,Pantry Staples
510318,29.4,2,04.07.21,3.234,1,Beverages
510319,45.1,4,07.11.21,19.844,3,Snacks and Chips
510320,41.7,4,22.10.21,14.178,0,Frozen Foods
510321,1.6,1,26.10.21,1.6,1,Breakfast Foods
510322,24.7,1,12.09.21,24.7,0,Canned Goods
510323,34,5,22.10.21,33.66,2,Pasta and Grains
510324,23.7,4,05.01.21,19.434,1,Cooking Oils and Condiments
510325,45.1,3,28.03.21,27.511,1,Baking Ingredients
510326,35.4,6,28.08.21,14.868,0,Spices and Seasonings
510327,36.5,6,07.04.21,27.74,0,International Foods
510328,24.6,4,15.07.21,6.396,2,Organic Products
510329,36.1,1,29.06.21,36.1,2,Gluten-Free Products
510330,57.7,7,26.08.21,39.813,3,Vegan and Plant-Based
510331,8.1,3,23.05.21,6.156,1,Ready-to-Eat Meals
510332,11.5,5,05.08.21,1.15,3,Baby and Toddler
510333,31.6,7,08.12.21,11.376,0,Pet Supplies
510334,26.5,2,19.07.21,17.755,2,Cleaning Supplies
510335,10.5,1,14.07.21,10.5,0,Personal Care
510336,33.6,7,15.04.21,1.68,2,Health and Wellness
510337,8.2,3,25.10.21,4.756,0,Vitamins and Supplements
510338,27.9,7,04.10.21,22.878,3,Home and Kitchen Essentials
510339,35.8,5,29.10.21,19.332,3,Office and School Supplies
510340,36.3,6,16.01.21,2.541,0,Electronics and Appliances
510341,7.4,6,08.10.21,6.734,1,Outdoor and Garden
510342,29,5,09.06.21,0.58,3,Home Decor
510343,3.2,1,15.12.21,3.2,0,Clothing and Accessories
510344,38.5,4,02.04.21,13.09,2,Shoes and Footwear
510345,1.7,4,07.06.21,0.272,3,Beauty and Skincare
510346,18.9,6,23.12.21,3.591,0,Hair Care
510347,37.8,4,18.03.21,30.24,0,Oral Care
510348,3.4,3,05.12.21,0.238,0,Bath and Body
510349,17.6,5,25.06.21,4.224,3,Feminine Hygiene
510350,9.3,7,06.06.21,7.533,2,Men's Grooming
510351,57.9,1,23.03.21,57.9,0,Shaving and Hair Removal
510352,20.9,6,31.10.21,0.627,1,Fragrances
510353,31.7,3,22.01.21,14.582,1,Health Monitors
510354,30.7,2,19.12.21,27.63,1,Fitness and Exercise
510355,13,1,31.01.21,13,2,Sports and Outdoor Recreation
510356,40,1,21.08.21,40,3,Baby Care Products
510357,24,7,12.02.21,20.16,3,Diapers and Wipes
510358,39.3,7,27.12.21,19.257,2,Baby Food
510359,31.8,5,25.05.21,4.77,1,Baby Gear and Nursery
510360,38.1,6,04.11.21,27.813,2,Toys and Games
510361,39.8,4,06.07.21,15.92,1,Electronics Accessories
510362,50.3,7,28.02.21,50.3,1,Phone and Tablet Accessories
510363,35.8,4,16.03.21,35.8,0,Computer Hardware
510364,39.7,2,10.06.21,15.88,1,Software and Apps
510365,11.8,7,23.04.21,1.298,1,Office Supplies
510366,1.3,6,02.11.21,1.027,1,Printers and Scanners
510367,51.1,6,14.05.21,17.885,2,Networking and Internet
510368,23.1,2,01.04.21,6.468,3,Home Security
510369,3.4,3,15.09.21,2.992,2,Smart Home Devices
510370,43.7,7,08.02.21,19.665,2,Audio and Headphones
510371,30.2,6,24.01.21,11.174,0,Cameras and Photography
510372,15.5,3,12.02.21,1.86,1,Gaming
510373,36.2,2,05.02.21,7.24,2,Books and Literature
510374,18.3,6,02.06.21,7.869,1,Movies and TV Shows
510375,13.2,6,18.07.21,6.6,1,Music and Instruments
510376,54.7,1,25.05.21,54.7,2,Arts and Crafts
510377,39.3,6,12.09.21,27.51,3,Sewing and Needlecraft
510378,24.8,6,02.04.21,1.488,1,Party Supplies
510379,11.8,3,05.08.21,0.236,0,Greeting Cards and Gift Wrap
510380,51.3,1,25.01.21,51.3,2,Home Improvement
510381,30.7,4,19.06.21,3.684,2,Tools and Hardware
510382,22.4,2,22.04.21,18.144,1,Automotive
510383,33.3,3,28.03.21,18.981,1,Emergency Preparedness
510384,29.6,7,11.02.21,6.512,1,Travel and Luggage
510385,50.9,3,03.03.21,46.828,2,Camping and Hiking
510386,51.5,5,27.06.21,14.42,1,Fishing and Hunting
510387,16.4,7,24.01.21,0.328,2,Cycling and Biking
510388,38.7,7,18.01.21,5.418,1,Exercise Equipment
510389,33,1,23.07.21,33,2,Yoga and Pilates
510390,6.8,5,08.06.21,0.544,2,Fitness Accessories
510391,43.7,1,22.11.21,43.7,1,Water Sports
510392,14.7,2,17.12.21,11.466,0,Team Sports
510393,10.4,1,06.09.21,10.4,0,Individual Sports
510394,24.4,6,05.02.21,23.424,3,Board Games and Puzzles
510395,39.3,7,02.04.21,33.798,0,Educational Toys
510396,37.4,5,25.03.21,36.278,3,Stuffed Animals and Plush Toys
510397,16.8,1,30.07.21,16.8,3,Dolls and Action Figures
510398,32,7,22.09.21,14.4,2,Building Sets and Blocks
510399,36.5,6,21.07.21,25.185,3,Outdoor Toys
510400,38.6,4,02.11.21,13.896,3,Arts and Crafts Kits for Kids
510401,3.2,3,02.11.21,2.208,2,Learning and Development
510402,13.8,2,24.02.21,0.276,0,Baby and Toddler Toys
510403,14.5,3,06.06.21,8.845,0,Party Games and Supplies
510404,33.7,6,05.01.21,8.425,1,Costumes and Dress-up
510405,21.6,4,09.10.21,2.808,0,Personalized Gifts
510406,18.3,3,06.06.21,0.183,3,Food Storage and Organization
510407,31.6,7,19.09.21,16.432,3,Cleaning Tools and Supplies
