Customer_id,Age,Gender,Location,MembershipLevel
510205,17,0,North Dakota,Nova
510206,32,1,Minnesota,Nova
510207,26,0,Arizona,Nova
510208,32,1,Florida,Nova
510209,25,1,Alabama,Nova
510210,57,1,West Virginia,Nova
510211,35,1,Michigan,Nova
510212,60,1,Alabama,Nova
510213,38,0,Alaska,Nova
510214,44,1,Maine,Nova
510215,39,0,Iowa,Nova
510216,27,1,Delaware,Nova
510217,38,1,Delaware,Nova
510218,54,0,Kansas,Nova
510219,34,1,Rhode Island,Nova
510220,20,1,Wyoming,Nova
510221,55,0,North Dakota,Nova
510222,30,0,Louisiana,Nova
510223,31,0,Mississippi,Nova
510224,47,0,Maine,Nova
510225,47,0,Minnesota,Nova
510226,51,1,Massachusetts,Nova
510227,32,1,Wyoming,Nova
510228,24,0,Delaware,Nova
510229,40,1,Wisconsin,Nova
510230,39,1,Arkansas,Nova
510231,26,1,Tennessee,Nova
510232,16,0,Georgia,Nova
510233,24,1,Louisiana,Nova
510234,61,1,Vermont,Nova
510235,43,1,South Dakota,Nova
510236,55,1,Minnesota,Nova
510237,22,1,New York,Nova
510238,37,1,Louisiana,Nova
510239,53,1,Wisconsin,Nova
510240,61,1,West Virginia,Nova
510241,53,1,Connecticut,Nova
510242,32,0,Ohio,Nova
510243,50,1,Colorado,Nova
510244,61,0,Minnesota,Nova
510245,51,1,Wisconsin,Nova
510246,53,1,Oklahoma,Nova
510247,24,1,Utah,Nova
510248,49,0,Florida,Nova
510249,38,1,Iowa,Nova
510250,37,1,New Hampshire,Nova
510251,17,1,Colorado,Nova
510252,17,1,Florida,Nova
510253,60,1,New Hampshire,Nova
510254,33,0,Georgia,Nova
510255,43,1,Hawaii,Nova
510256,26,1,West Virginia,Nova
510257,62,1,Rhode Island,Nova
510258,53,1,Illinois,Nova
510259,56,1,New Jersey,Nova
510260,21,1,New Jersey,Nova
510261,44,1,North Dakota,Nova
510262,59,0,Massachusetts,Nova
510263,44,1,Kentucky,Nova
510264,18,0,Iowa,Nova
510265,33,1,Minnesota,Nova
510266,52,1,Minnesota,Nova
510267,54,0,Arkansas,Nova
510268,20,0,Massachusetts,Nova
510269,41,0,Pennsylvania,Nova
510270,58,0,South Carolina,Nova
510271,33,1,Florida,Nova
510272,24,1,Virginia,Nova
510273,16,0,Wisconsin,Nova
510274,41,1,Texas,Nova
510275,34,1,Rhode Island,Nova
510276,58,0,Mississippi,Nova
510277,33,1,Hawaii,Nova
510278,27,1,Louisiana,Nova
510279,59,1,Washington,Nova
510280,40,1,Georgia,Nova
510281,49,1,Utah,Nova
510282,20,1,Iowa,Nova
510283,26,1,Rhode Island,Nova
510284,48,1,Illinois,Nova
510285,41,1,West Virginia,Nova
510286,52,1,Tennessee,Nova
510287,32,1,New Hampshire,Nova
510288,45,1,Illinois,Nova
510289,28,0,Hawaii,Nova
510290,17,1,Michigan,Nova
510291,29,1,Wyoming,Nova
510292,51,1,Nevada,Nova
510293,47,1,Massachusetts,Nova
510294,34,1,Illinois,Nova
510295,56,1,Nevada,Nova
510296,30,1,Oregon,Nova
510297,60,0,Ohio,Nova
510298,47,1,Delaware,Nova
510299,17,0,Texas,Nova
510300,33,0,Massachusetts,Nova
510301,45,1,North Carolina,Nova
510302,53,0,Florida,Nova
510303,21,0,Maryland,Nova
510304,49,1,Rhode Island,Nova
510305,26,1,Tennessee,Nova
510306,48,1,Indiana,Nova
510307,20,1,Mississippi,Nova
510308,55,0,New York,Nova
510309,25,1,Maine,Nova
510310,32,0,Maryland,Nova
510311,39,1,Indiana,Nova
510312,51,0,California,Nova
510313,39,0,Michigan,Nova
510314,27,1,Michigan,Nova
510315,40,1,Iowa,Nova
510316,53,0,New Hampshire,Nova
510317,41,1,Iowa,Nova
510318,29,1,Washington,Nova
510319,47,0,North Carolina,Nova
510320,29,1,Pennsylvania,Nova
510321,63,1,Minnesota,Nova
510322,29,0,Arizona,Nova
510323,62,1,Texas,Nova
510324,23,0,North Dakota,Nova
510325,58,1,Montana,Nova
510326,37,1,New Jersey,Nova
510327,27,0,Vermont,Nova
510328,40,1,Utah,Nova
510329,19,1,Idaho,Nova
510330,29,1,Massachusetts,Nova
510331,27,1,Missouri,Nova
510332,51,1,Hawaii,Nova
510333,45,1,Oregon,Nova
510334,62,1,Iowa,Nova
510335,17,1,Maryland,Nova
510336,18,1,Idaho,Nova
510337,41,1,Georgia,Nova
510338,23,1,Tennessee,Nova
510339,62,1,Washington,Nova
510340,44,1,Vermont,Nova
510341,48,1,New York,Nova
510342,17,1,New York,Nova
510343,17,1,Arizona,Nova
510344,38,1,Missouri,Nova
510345,34,1,Kansas,Nova
510346,32,1,Delaware,Nova
510347,30,1,Minnesota,Nova
510348,18,0,Oklahoma,Nova
510349,51,0,Illinois,Nova
510350,27,1,West Virginia,Nova
510351,58,0,Nevada,Nova
510352,45,1,Alaska,Nova
510353,30,0,Alabama,Nova
510354,48,0,Pennsylvania,Nova
510355,33,0,Florida,Nova
510356,46,1,West Virginia,Nova
510357,62,1,Mississippi,Nova
510358,60,1,Kentucky,Nova
510359,16,0,Nevada,Nova
510360,41,0,North Carolina,Nova
510361,18,1,Arizona,Nova
510362,18,1,Utah,Nova
510363,45,1,Vermont,Nova
510364,30,1,Texas,Nova
510365,28,1,Montana,Nova
510366,48,1,Illinois,Nova
510367,36,1,Nebraska,Nova
510368,49,1,Louisiana,Nova
510369,21,1,Connecticut,Nova
510370,45,0,Illinois,Nova
510371,62,1,Missouri,Nova
510372,62,1,New Jersey,Nova
510373,38,1,Delaware,Nova
510374,47,1,Rhode Island,Nova
510375,33,1,Hawaii,Nova
510376,47,1,Delaware,Nova
510377,37,0,Louisiana,Nova
510378,45,0,Michigan,Nova
510379,63,1,Maryland,Nova
510380,51,1,Illinois,Nova
510381,40,0,Texas,Nova
510382,19,1,Ohio,Nova
510383,44,1,Idaho,Nova
510384,55,1,New York,Nova
510385,62,0,Utah,Nova
510386,33,1,Nevada,Nova
510387,42,1,Arizona,Nova
510388,37,1,Indiana,Nova
510389,53,1,New Hampshire,Nova
510390,28,1,Mississippi,Nova
510391,59,1,New Hampshire,Nova
510392,58,1,Kentucky,Nova
510393,62,1,Florida,Nova
510394,26,1,West Virginia,Nova
510395,62,1,Louisiana,Nova
510396,47,1,California,Nova
510397,47,0,South Carolina,Nova
510398,37,1,South Dakota,Nova
510399,40,1,Nebraska,Nova
510400,59,0,Arkansas,Nova
510401,31,1,New Hampshire,Nova
510402,53,0,Nevada,Nova
510403,20,1,Illinois,Nova
510404,57,1,South Dakota,Nova
510405,17,0,Vermont,Nova
510406,44,1,Louisiana,Nova
510407,40,1,South Carolina,Nova
510408,39,0,Ohio,Nova
510409,36,1,Maryland,Nova
510410,51,0,Idaho,Nova
510411,32,0,North Dakota,Nova
510412,48,0,Massachusetts,Nova
510413,43,1,Indiana,Nova
510414,61,0,Montana,Nova
510415,55,0,Iowa,Star
510416,34,1,Delaware,Nova
510417,40,1,Alaska,Nova
510418,42,1,California,Nova
510419,30,1,Rhode Island,Nova
510420,42,1,Arizona,Nova
510421,46,1,Connecticut,Nova
510422,25,1,Wisconsin,Nova
510423,21,1,Iowa,Nova
510424,29,1,Maryland,Nova
510425,30,1,Wyoming,Nova
510426,28,0,Montana,Nova
510427,55,0,Alabama,Nova
510428,55,0,Louisiana,Nova
510429,22,1,Minnesota,Nova
510430,53,1,New Jersey,Nova
510431,22,1,Louisiana,Nova
510432,43,0,Florida,Nova
510433,61,0,Nebraska,Nova
510434,46,1,West Virginia,Nova
510435,21,1,Rhode Island,Nova
510436,30,1,Washington,Nova
510437,50,1,New Jersey,Nova
510438,17,0,Rhode Island,Nova
510439,39,1,Alabama,Nova
510440,51,0,North Dakota,Nova
510441,59,0,Kentucky,Nova
510442,18,1,Virginia,Star
510443,45,1,Oklahoma,Nova
510444,63,1,Maine,Nova
510445,18,1,South Dakota,Nova
510446,24,1,Vermont,Nova
510447,53,1,California,Nova
510448,32,1,Oklahoma,Nova
510449,53,0,Washington,Star
510450,61,1,Arkansas,Nova
510451,37,1,Arizona,Nova
510452,21,1,Colorado,Nova
510453,43,1,West Virginia,Nova
510454,16,0,Georgia,Nova
510455,51,1,Georgia,Nova
510456,34,0,Ohio,Nova
510457,63,0,West Virginia,Nova
510458,35,1,Virginia,Nova
510459,48,1,Maine,Nova
510460,23,1,Idaho,Nova
510461,22,0,New Mexico,Nova
510462,61,1,Maryland,Nova
510463,22,0,Tennessee,Nova
510464,40,1,Missouri,Nova
510465,23,0,Colorado,Nova
510466,33,1,Minnesota,Nova
510467,46,1,New York,Nova
510468,44,0,Maine,Nova
510469,59,1,Rhode Island,Nova
510470,50,0,Nebraska,Nova
510471,42,0,Missouri,Nova
510472,17,0,Missouri,Nova
510473,48,0,Georgia,Nova
510474,38,1,Alaska,Nova
510475,24,1,Ohio,Nova
510476,48,1,Missouri,Nova
510477,41,1,West Virginia,Nova
510478,34,0,New York,Nova
510479,49,1,Illinois,Nova
510480,54,1,Kentucky,Nova
510481,26,1,Minnesota,Nova
510482,30,0,California,Nova
510483,24,1,Tennessee,Nova
510484,18,1,Georgia,Nova
510485,28,0,Colorado,Nova
510486,62,0,Mississippi,Nova
510487,20,0,Nebraska,Nova
510488,46,1,Pennsylvania,Nova
510489,21,1,Indiana,Nova
510490,16,0,Michigan,Nova
510491,30,1,Massachusetts,Nova
510492,21,0,Hawaii,Star
510493,42,1,Nevada,Nova
510494,28,0,Tennessee,Nova
510495,53,0,Washington,Nova
510496,29,1,Texas,Nova
510497,60,1,Nevada,Nova
510498,49,1,Montana,Nova
510499,45,0,California,Nova
510500,35,1,Mississippi,Nova
510501,41,1,Wisconsin,Nova
510502,48,0,Oklahoma,Nova
510503,62,1,Nevada,Nova
510504,27,1,South Dakota,Nova
510505,52,1,Arizona,Nova
510506,46,1,Michigan,Nova
510507,34,1,Michigan,Nova
510508,53,1,Delaware,Nova
510509,50,1,Louisiana,Nova
510510,19,1,Iowa,Star
510511,54,1,West Virginia,Nova
510512,50,0,Florida,Nova
510513,59,0,New Jersey,Nova
510514,31,1,Delaware,Nova
510515,53,1,Kentucky,Nova
510516,44,1,Iowa,Nova
510517,24,1,Wisconsin,Nova
510518,49,1,Florida,Nova
510519,16,1,Georgia,Nova
510520,34,0,New York,Nova
510521,19,0,Indiana,Nova
510522,62,1,Arizona,Nova
510523,30,0,Utah,Nova
510524,63,1,Vermont,Nova
510525,31,1,Louisiana,Nova
510526,36,1,Wisconsin,Nova
510527,23,1,North Dakota,Nova
510528,61,1,South Carolina,Nova
510529,22,1,Hawaii,Nova
510530,40,1,Nebraska,Nova
510531,28,1,Illinois,Nova
510532,34,1,California,Nova
510533,48,1,California,Nova
510534,44,0,Minnesota,Nova
510535,29,1,Oklahoma,Nova
510536,32,1,Utah,Nova
510537,59,1,West Virginia,Star
510538,28,1,Maine,Nova
510539,26,1,Missouri,Nova
510540,32,1,Wyoming,Nova
510541,18,1,Minnesota,Nova
510542,60,1,Alaska,Nova
510543,34,0,Pennsylvania,Nova
510544,36,1,Hawaii,Nova
510545,33,1,South Dakota,Nova
510546,46,1,Colorado,Nova
510547,45,1,Louisiana,Nova
510548,31,1,Georgia,Star
510549,61,1,Louisiana,Nova
510550,50,0,Montana,Nova
510551,30,1,Ohio,Nova
510552,26,1,Virginia,Nova
510553,52,0,Massachusetts,Nova
510554,29,1,Illinois,Nova
510555,47,1,New Mexico,Nova
510556,34,1,Utah,Nova
510557,32,1,Vermont,Nova
510558,63,1,Massachusetts,Nova
510559,57,0,Georgia,Star
510560,33,0,South Carolina,Nova
510561,46,1,New Hampshire,Nova
510562,49,1,Washington,Nova
510563,52,1,New Jersey,Nova
510564,47,1,Michigan,Nova
510565,61,1,Ohio,Nova
510566,41,1,Ohio,Nova
510567,56,0,Florida,Nova
510568,62,1,Rhode Island,Nova
510569,48,1,Florida,Nova
510570,28,1,Georgia,Nova
510571,62,1,Tennessee,Nova
510572,42,1,Michigan,Nova
510573,55,0,Idaho,Nova
510574,60,0,Kansas,Nova
510575,44,1,Montana,Nova
510576,43,1,Alaska,Nova
510577,27,1,Arkansas,Nova
510578,41,1,New Jersey,Star
510579,32,0,Florida,Nova
510580,32,1,Nebraska,Nova
510581,44,1,West Virginia,Nova
510582,16,1,Texas,Nova
510583,53,1,North Dakota,Nova
510584,37,1,Nevada,Nova
510585,46,1,Missouri,Nova
510586,63,0,Idaho,Nova
510587,16,0,Minnesota,Nova
510588,60,1,Vermont,Star
510589,54,1,Indiana,Nova
510590,32,1,Arizona,Nova
510591,28,1,Maine,Nova
510592,59,1,Rhode Island,Nova
510593,33,1,New Mexico,Nova
510594,20,1,Colorado,Nova
510595,55,1,Delaware,Nova
510596,31,0,North Carolina,Nova
510597,34,1,Washington,Nova
510598,17,1,Massachusetts,Nova
510599,29,1,Oklahoma,Star
510600,34,1,Maine,Nova
510601,29,1,Virginia,Nova
510602,54,1,Nebraska,Nova
510603,58,0,Rhode Island,Nova
510604,39,1,Kentucky,Nova
510605,29,1,Illinois,Nova
510606,40,0,Iowa,Nova
510607,23,0,South Dakota,Nova
510608,34,1,Minnesota,Nova
510609,39,1,Colorado,Nova
510610,49,1,Florida,Nova
510611,54,0,Minnesota,Nova
510612,53,1,Indiana,Nova
510613,31,0,Arkansas,Nova
510614,23,1,Wisconsin,Nova
510615,19,1,Pennsylvania,Nova
510616,54,1,Tennessee,Nova
510617,33,1,Ohio,Nova
510618,45,1,New Mexico,Nova
510619,37,1,Georgia,Nova
510620,19,1,Idaho,Nova
510621,55,1,Mississippi,Nova
510622,61,1,New Mexico,Nova
510623,33,1,Michigan,Nova
510624,27,1,Nevada,Nova
510625,55,0,Oregon,Nova
510626,22,1,Kentucky,Nova
510627,57,1,New Mexico,Nova
510628,17,0,New Jersey,Nova
510629,50,1,Idaho,Nova
510630,16,0,Nevada,Nova
510631,59,1,Maryland,Nova
510632,26,1,Michigan,Nova
510633,51,1,Oregon,Nova
510634,47,1,Maryland,Nova
510635,22,1,Maine,Nova
510636,39,0,Kentucky,Star
510637,36,1,Alaska,Nova
510638,36,0,Louisiana,Nova
510639,18,1,Kansas,Nova
510640,61,1,Oregon,Nova
510641,22,1,Oregon,Nova
510642,44,1,Florida,Nova
510643,36,1,Arizona,Nova
510644,34,0,Idaho,Nova
510645,62,1,Massachusetts,Nova
510646,32,0,Minnesota,Nova
510647,45,0,New Hampshire,Nova
510648,38,1,Pennsylvania,Nova
510649,61,0,New Jersey,Nova
510650,40,0,Rhode Island,Nova
510651,20,1,Texas,Nova
510652,22,1,Delaware,Nova
510653,57,0,South Carolina,Nova
510654,52,1,Delaware,Nova
510655,47,1,Pennsylvania,Nova
510656,33,1,Indiana,Nova
510657,44,0,Kentucky,Nova
510658,22,1,Utah,Nova
510659,17,1,California,Nova
510660,33,1,Wisconsin,Nova
510661,51,1,Wisconsin,Nova
510662,56,0,Mississippi,Nova
510663,37,1,Nevada,Nova
510664,38,1,Texas,Nova
510665,21,0,Kentucky,Nova
510666,42,1,New Mexico,Nova
510667,40,0,Missouri,Nova
510668,50,1,Wisconsin,Nova
510669,55,1,Georgia,Nova
510670,32,1,North Carolina,Nova
510671,44,1,New Mexico,Nova
510672,26,1,Georgia,Nova
510673,28,1,Connecticut,Nova
510674,59,0,Florida,Nova
510675,54,0,Pennsylvania,Nova
510676,21,1,Tennessee,Nova
510677,49,1,Arkansas,Nova
510678,23,1,Missouri,Nova
510679,46,0,Ohio,Nova
510680,38,1,Washington,Nova
510681,54,0,Maine,Nova
510682,28,0,Ohio,Nova
510683,33,1,Illinois,Nova
510684,53,1,New Hampshire,Nova
510685,43,1,Tennessee,Nova
510686,16,1,Kentucky,Nova
510687,25,0,Missouri,Nova
510688,62,1,Arizona,Nova
510689,20,1,West Virginia,Nova
510690,50,1,Massachusetts,Nova
510691,49,1,Florida,Nova
510692,24,0,Kentucky,Nova
510693,38,0,Georgia,Nova
510694,17,1,Illinois,Nova
510695,37,1,North Carolina,Nova
510696,57,1,Connecticut,Nova
510697,19,1,Maine,Nova
510698,26,0,Texas,Nova
510699,25,1,Alabama,Nova
510700,20,0,Colorado,Nova
510701,18,0,Washington,Nova
510702,23,1,Nebraska,Nova
510703,48,1,Montana,Nova
510704,51,1,Wisconsin,Nova
510705,31,1,Kansas,Nova
510706,19,1,Washington,Nova
510707,60,0,Illinois,Nova
510708,32,1,Maine,Nova
510709,63,1,Virginia,Nova
510710,40,0,New York,Nova
510711,30,1,Minnesota,Nova
510712,56,1,Delaware,Nova
510713,62,1,West Virginia,Nova
510714,47,1,Colorado,Nova
510715,29,1,Texas,Nova
510716,43,1,Hawaii,Nova
510717,63,1,Illinois,Nova
510718,46,1,South Dakota,Nova
510719,39,0,Wyoming,Nova
510720,46,1,Oklahoma,Nova
510721,39,0,Nevada,Nova
510722,31,1,Maine,Nova
510723,53,1,Arkansas,Nova
510724,48,0,Pennsylvania,Nova
510725,52,1,Kentucky,Nova
510726,57,0,Idaho,Nova
510727,29,0,Oklahoma,Nova
510728,60,1,Indiana,Nova
510729,51,0,Kentucky,Nova
510730,35,1,California,Nova
510731,38,1,Montana,Nova
510732,56,1,Wyoming,Nova
510733,43,0,Pennsylvania,Nova
510734,43,1,Washington,Nova
510735,34,0,Utah,Nova
510736,26,0,Louisiana,Nova
510737,50,0,Indiana,Nova
510738,29,1,Oregon,Star
510739,22,1,Louisiana,Nova
510740,48,1,Hawaii,Nova
510741,33,1,Massachusetts,Nova
510742,40,0,Washington,Nova
510743,49,0,Kansas,Nova
510744,43,1,Washington,Nova
510745,22,0,Idaho,Nova
510746,18,1,Wyoming,Nova
510747,60,1,California,Nova
510748,27,1,Massachusetts,Nova
510749,33,1,Iowa,Nova
510750,34,1,Colorado,Nova
510751,35,0,Colorado,Star
510752,32,0,Illinois,Nova
510753,23,1,New Jersey,Nova
510754,38,1,Minnesota,Nova
510755,36,1,Oregon,Nova
510756,60,1,Oregon,Nova
510757,31,0,New Hampshire,Nova
510758,44,1,Delaware,Nova
510759,40,0,Mississippi,Nova
510760,33,1,Illinois,Nova
510761,48,1,New York,Nova
510762,61,1,New York,Nova
510763,31,1,New Mexico,Nova
510764,62,0,Illinois,Nova
510765,24,1,North Dakota,Nova
510766,54,0,North Carolina,Nova
510767,25,1,Arizona,Nova
510768,25,0,Florida,Nova
510769,50,0,Arkansas,Nova
510770,47,1,Minnesota,Nova
510771,55,1,Illinois,Nova
510772,36,1,Utah,Nova
510773,21,1,California,Nova
510774,26,1,Nebraska,Nova
510775,33,0,Minnesota,Nova
510776,45,0,Wyoming,Nova
510777,20,0,Delaware,Nova
510778,62,0,Colorado,Nova
510779,32,0,Mississippi,Nova
510780,34,1,South Carolina,Nova
510781,43,0,Arkansas,Star
510782,46,1,Connecticut,Nova
510783,61,1,Missouri,Nova
510784,17,1,Hawaii,Nova
510785,54,0,New York,Nova
510786,33,1,South Dakota,Nova
510787,40,0,Utah,Nova
510788,62,0,Mississippi,Nova
510789,23,1,Idaho,Nova
510790,18,1,Maine,Nova
510791,50,1,Pennsylvania,Nova
510792,50,1,Illinois,Nova
510793,45,0,Rhode Island,Nova
510794,59,1,Kentucky,Nova
510795,51,0,New Hampshire,Nova
510796,58,1,Massachusetts,Nova
510797,44,1,Mississippi,Nova
510798,49,0,New York,Nova
510799,51,1,Kentucky,Nova
510800,52,1,South Carolina,Nova
510801,19,1,Florida,Nova
510802,42,1,Connecticut,Nova
510803,33,1,North Carolina,Nova
510804,46,1,Illinois,Nova
510805,48,1,Louisiana,Nova
510806,28,1,Illinois,Nova
510807,19,1,Delaware,Nova
510808,29,1,Kansas,Nova
510809,34,0,Kentucky,Nova
510810,27,1,Oregon,Nova
510811,63,1,Wyoming,Nova
510812,50,1,Oregon,Nova
510813,62,0,Maine,Nova
510814,21,1,Alabama,Nova
510815,27,1,Colorado,Nova
510816,28,1,Connecticut,Nova
510817,29,0,Iowa,Nova
510818,46,1,Nevada,Aurora
510819,51,0,New Hampshire,Nova
510820,62,1,Colorado,Nova
510821,28,1,North Carolina,Nova
510822,36,1,Tennessee,Aurora
510823,35,0,New Mexico,Nova
510824,46,0,Texas,Nova
510825,19,0,North Dakota,Nova
510826,20,1,North Carolina,Nova
510827,29,1,Mississippi,Nova
510828,21,0,Arkansas,Nova
510829,60,0,New Mexico,Nova
510830,51,1,Pennsylvania,Nova
510831,35,1,Wyoming,Nova
510832,38,1,New Mexico,Nova
510833,61,0,Vermont,Nova
510834,32,1,Ohio,Nova
510835,52,1,Georgia,Nova
510836,61,1,Oregon,Nova
510837,47,0,Maine,Nova
510838,59,1,North Carolina,Nova
510839,19,0,New Jersey,Nova
510840,27,1,Kentucky,Nova
510841,18,1,Oregon,Nova
510842,50,1,Nevada,Nova
510843,21,1,Washington,Nova
510844,51,1,South Dakota,Nova
510845,35,0,Kentucky,Nova
510846,31,1,New Jersey,Nova
510847,30,0,Minnesota,Nova
510848,28,1,Wisconsin,Nova
510849,34,1,New Hampshire,Nova
510850,63,1,Nevada,Nova
510851,39,0,New York,Nova
510852,59,0,Colorado,Nova
510853,56,1,Louisiana,Nova
510854,56,1,Maine,Nova
510855,27,1,Hawaii,Nova
510856,32,1,Colorado,Nova
510857,36,0,South Dakota,Nova
510858,50,1,Pennsylvania,Nova
510859,25,1,South Carolina,Nova
510860,29,0,Kansas,Nova
510861,29,1,Iowa,Nova
510862,31,0,Idaho,Nova
510863,44,0,Virginia,Nova
510864,32,1,New Jersey,Nova
510865,48,1,Illinois,Nova
510866,51,1,Ohio,Nova
510867,17,1,Montana,Nova
510868,16,0,Delaware,Nova
510869,27,1,Connecticut,Nova
510870,46,1,New Mexico,Nova
510871,61,0,Missouri,Nova
510872,58,0,Wisconsin,Nova
510873,36,1,Nebraska,Nova
510874,22,1,New Jersey,Nova
510875,21,0,Missouri,Nova
510876,45,0,South Dakota,Nova
510877,48,0,Maine,Nova
510878,59,1,South Carolina,Nova
510879,35,1,Wisconsin,Nova
510880,21,1,Washington,Nova
510881,62,1,Maine,Nova
510882,27,1,Iowa,Nova
510883,42,1,Iowa,Nova
510884,51,1,Massachusetts,Nova
510885,57,1,West Virginia,Nova
510886,50,1,New Jersey,Nova
510887,37,1,Massachusetts,Nova
510888,48,1,Georgia,Nova
510889,50,0,Kentucky,Nova
510890,63,0,Kansas,Nova
510891,20,1,North Carolina,Nova
510892,52,0,Colorado,Nova
510893,34,1,Pennsylvania,Nova
510894,40,0,New Mexico,Nova
510895,48,1,Oklahoma,Nova
510896,31,0,Wyoming,Nova
510897,29,1,Minnesota,Nova
510898,51,1,South Carolina,Nova
510899,36,1,South Dakota,Nova
510900,45,1,Rhode Island,Nova
510901,29,0,Oregon,Nova
510902,26,1,Tennessee,Nova
510903,23,1,Colorado,Nova
510904,34,0,Georgia,Nova
510905,19,1,Mississippi,Nova
510906,56,1,Indiana,Nova
510907,21,0,Florida,Nova
510908,57,1,New Mexico,Nova
510909,19,1,Colorado,Nova
510910,38,1,Texas,Nova
510911,59,1,Louisiana,Nova
510912,26,1,Indiana,Nova
510913,33,1,Idaho,Nova
510914,26,1,Vermont,Nova
510915,33,1,Oklahoma,Nova
510916,45,1,Connecticut,Nova
510917,43,1,California,Nova
510918,18,1,Tennessee,Nova
510919,57,0,Missouri,Nova
510920,51,1,Georgia,Nova
510921,27,1,Vermont,Nova
510922,54,1,Ohio,Nova
510923,18,1,Washington,Nova
510924,47,1,Virginia,Nova
510925,42,1,Delaware,Nova
510926,63,0,New Jersey,Nova
510927,57,1,Michigan,Nova
510928,59,0,Utah,Nova
510929,39,0,Vermont,Nova
510930,30,1,Rhode Island,Nova
510931,40,0,Delaware,Nova
510932,56,1,Rhode Island,Nova
510933,47,1,Nebraska,Nova
510934,16,1,Utah,Nova
510935,20,1,Maryland,Star
510936,39,1,North Dakota,Star
510937,23,0,Ohio,Nova
510938,37,1,Washington,Nova
510939,61,1,Pennsylvania,Nova
510940,18,1,Montana,Nova
510941,35,0,Michigan,Nova
510942,41,1,Missouri,Nova
510943,55,0,Texas,Nova
510944,58,1,Nevada,Nova
510945,22,1,Illinois,Star
510946,38,1,Nevada,Star
510947,16,1,Arkansas,Star
510948,54,1,Michigan,Nova
510949,54,1,Delaware,Nova
510950,59,0,Georgia,Nova
510951,58,1,Nebraska,Star
510952,50,1,South Carolina,Nova
510953,62,1,Wisconsin,Nova
510954,63,0,Connecticut,Nova
510955,22,1,Indiana,Nova
510956,38,1,New Hampshire,Nova
510957,23,1,Oklahoma,Nova
510958,58,1,Massachusetts,Nova
510959,31,1,Maine,Nova
510960,18,0,Kansas,Nova
510961,46,0,Virginia,Nova
510962,53,1,Utah,Nova
510963,56,1,Oklahoma,Nova
510964,47,0,Tennessee,Nova
510965,46,0,Montana,Nova
510966,49,1,Arkansas,Nova
510967,60,0,New Mexico,Nova
510968,53,1,California,Nova
510969,58,1,Alabama,Nova
510970,56,0,Kentucky,Star
510971,60,0,New Hampshire,Nova
510972,27,1,Florida,Nova
510973,46,1,Utah,Nova
510974,48,0,Oklahoma,Nova
510975,50,0,Georgia,Nova
510976,29,0,Virginia,Nova
510977,27,0,Wyoming,Nova
510978,23,0,New York,Nova
510979,55,1,Massachusetts,Nova
510980,60,0,Montana,Nova
510981,25,1,Georgia,Star
510982,38,1,Illinois,Aurora
510983,39,1,Connecticut,Nova
510984,26,0,New York,Nova
510985,27,1,Pennsylvania,Aurora
510986,26,1,Hawaii,Nova
510987,58,0,Massachusetts,Nova
510988,44,1,Vermont,Nova
510989,17,1,Illinois,Nova
510990,44,1,Arkansas,Nova
510991,53,1,Idaho,Nova
510992,49,1,Arkansas,Nova
510993,56,1,Wisconsin,Nova
510994,26,0,Missouri,Nova
510995,17,0,Missouri,Nova
510996,17,1,Arkansas,Nova
510997,38,1,Rhode Island,Nova
510998,20,1,Ohio,Nova
510999,26,1,Mississippi,Nova
511000,33,0,Virginia,Nova
511001,25,1,West Virginia,Nova
511002,51,1,Oregon,Nova
511003,59,1,Arizona,Nova
511004,33,1,Iowa,Nova
511005,57,1,Georgia,Nova
511006,23,1,Arizona,Nova
511007,17,1,South Dakota,Nova
511008,25,0,Alaska,Nova
511009,34,0,South Carolina,Nova
511010,21,1,North Carolina,Nova
511011,35,1,Michigan,Nova
511012,20,0,Missouri,Nova
511013,43,0,New Jersey,Nova
511014,58,1,New Hampshire,Nova
511015,49,0,Rhode Island,Nova
511016,52,1,New Jersey,Nova
511017,61,1,Alabama,Nova
511018,61,0,New Jersey,Nova
511019,25,1,Nevada,Nova
511020,59,0,Hawaii,Nova
511021,61,1,Delaware,Nova
511022,52,1,South Dakota,Nova
511023,22,1,Montana,Nova
511024,20,1,South Carolina,Nova
511025,53,1,South Dakota,Nova
511026,40,1,Utah,Nova
511027,40,1,Vermont,Nova
511028,59,1,Illinois,Aurora
511029,17,0,North Carolina,Aurora
511030,36,1,Maine,Nova
511031,61,0,Iowa,Nova
511032,46,1,Kentucky,Nova
511033,62,1,Maryland,Nova
511034,55,1,Kentucky,Nova
511035,31,1,Delaware,Nova
511036,60,1,South Carolina,Nova
511037,32,1,Arizona,Nova
511038,56,0,New Hampshire,Nova
511039,56,1,Delaware,Nova
511040,27,0,Illinois,Nova
511041,59,1,New York,Aurora
511042,28,1,Delaware,Nova
511043,45,1,Florida,Nova
511044,63,1,Maryland,Nova
511045,18,0,Kansas,Nova
511046,55,0,Michigan,Nova
511047,41,0,North Dakota,Nova
511048,61,0,Delaware,Nova
511049,18,1,Washington,Nova
511050,26,1,Vermont,Nova
511051,40,0,Delaware,Nova
511052,59,0,Massachusetts,Nova
511053,58,0,Washington,Nova
511054,44,0,Wisconsin,Nova
511055,36,0,Delaware,Nova
511056,45,1,Wyoming,Nova
511057,22,1,Maryland,Nova
